Generation, WorstFit, AvgFit, BestFit, BestFirDistribution, BestDeck
14, 0.0, 3.356, 10.2, "[0.08, 0.04, 0.02, 0.06, 0.02, 0.04, 0.02, 0.02, 0.12, 0.1, 0.04, 0.0, 0.18, 0.02, 0.04, 0.0, 0.52, 0.62, 0.04, 0.06]", "[ACNO032, ACPH002, EAG003, EAG018, EJP001, EMM022, ERO027, EWW036, LAM009, LBI035, LBI038, LPR028, PCA010, POM019, SAS018, SMA025, SNV009, STE019]"
15, 0.3, 5.4199996, 10.799999, "[0.06, 0.0, 0.02, 0.08, 0.04, 0.12, 0.04, 0.02, 0.14, 0.14, 0.0, 0.02, 0.3, 0.02, 0.02, 0.04, 0.42, 0.6, 0.04, 0.04]", "[ACNO032, ACPH002, EAG003, EAG018, EJP001, EMM022, ERO027, EWW036, LAM009, LBI035, LBI038, PCA010, POM019, SAS018, SMA025, SNV009, SNV017, STE019]"
16, 0.0, 6.7819996, 15.699998, "[0.16, 0.06, 0.04, 0.1, 0.06, 0.06, 0.02, 0.08, 0.18, 0.3, 0.06, 0.12, 0.24, 0.04, 0.06, 0.06, 0.54, 0.82, 0.1, 0.04]", "[ACPH002, EAG003, EAG018, EJP001, EMM022, ERO027, EWW036, LAM009, LBI035, LBI038, PCA010, POM019, SAS018, SFO010, SMA025, SNV009, SNV017, STE019]"
17, 1.9, 9.296, 17.300001, "[0.16, 0.0, 0.08, 0.14, 0.02, 0.1, 0.04, 0.12, 0.26, 0.22, 0.02, 0.1, 0.4, 0.06, 0.08, 0.1, 0.6, 0.86, 0.04, 0.06]", "[ACNO032, ACPH002, EAG003, EJP001, EJP021, EMM022, ERO027, EWW001, EWW036, LAM009, LBI038, LPR028, POM019, SAS018, SMA025, SNV009, STE019, STR020]"
18, 0.0, 10.758001, 18.3, "[0.14, 0.0, 0.04, 0.26, 0.12, 0.12, 0.04, 0.1, 0.18, 0.22, 0.04, 0.04, 0.36, 0.1, 0.06, 0.08, 0.76, 0.82, 0.1, 0.08]", "[ACNO032, ACPH002, EAG003, EJP021, EMM022, ERO027, EWW001, EWW036, LAL002, LAM009, LBI038, LPR028, POM019, SAS018, SMA025, SNV009, STE019, STR020]"
19, 0.0, 12.342, 21.0, "[0.18, 0.04, 0.08, 0.24, 0.18, 0.18, 0.08, 0.06, 0.2, 0.34, 0.04, 0.1, 0.5, 0.02, 0.1, 0.06, 0.74, 0.88, 0.12, 0.06]", "[ACFE022, ACNO032, EAG003, EJP001, EJP021, EMM022, ERO027, EWW001, EWW036, LAM009, LBI038, LPR028, PCA010, SAS018, SEV001, SMA025, SNV009, STE019]"
20, 0.099999994, 13.573998, 21.199999, "[0.22, 0.06, 0.16, 0.1, 0.08, 0.16, 0.06, 0.08, 0.22, 0.32, 0.04, 0.08, 0.52, 0.04, 0.16, 0.06, 0.82, 0.86, 0.1, 0.1]", "[ACFE022, ACNO032, EAG003, EJP001, EJP021, EMM022, ERO027, EWW001, EWW036, LAM009, LBI038, LPR028, PCA010, SAS018, SEV001, SMA025, SNV009, STE019]"
21, 0.099999994, 15.298, 25.999996, "[0.26, 0.04, 0.2, 0.32, 0.24, 0.12, 0.04, 0.14, 0.26, 0.48, 0.02, 0.18, 0.48, 0.14, 0.08, 0.1, 0.84, 0.88, 0.22, 0.16]", "[ACFE022, ACNO032, EAG003, EJP001, EJP021, EMM022, ERO027, EWW001, EWW036, LAM009, LBI038, LPR028, LVE012, OCP023, SEV001, SMA025, SNV009, STE019]"
22, 0.19999999, 17.614002, 79.0, "[0.9, 0.56, 0.68, 0.84, 0.78, 0.84, 0.66, 0.68, 0.8, 0.92, 0.68, 0.74, 0.98, 0.68, 0.78, 0.68, 1.0, 0.98, 0.76, 0.86]", "[ACFE022, ACNO032, EJP001, EJP021, EMM022, ERO027, EWW001, EWW036, LAM009, LBI032, LBI038, LMC008, LPR028, SBB012, SEV001, SMA025, SNV009, STE019]"
23, 0.099999994, 22.307995, 79.3, "[0.88, 0.44, 0.76, 0.92, 0.9, 0.78, 0.64, 0.78, 0.84, 0.82, 0.7, 0.82, 0.92, 0.56, 0.78, 0.68, 0.98, 1.0, 0.84, 0.82]", "[ACFE022, ACNO032, EJP001, EJP021, EMM022, ERO027, EWW001, EWW036, LAM009, LBI032, LBI038, LMC008, LPR028, SBB012, SEV001, SMA025, SNV009, STE019]"
24, 0.099999994, 35.514, 82.9, "[0.86, 0.72, 0.72, 0.94, 0.88, 0.76, 0.84, 0.84, 0.86, 0.92, 0.8, 0.74, 0.98, 0.7, 0.8, 0.74, 1.0, 0.98, 0.66, 0.84]", "[ACFE022, ACNO032, EJP001, EJP021, EMM022, ERO027, EWW001, EWW036, LAM009, LBI032, LBI038, LMC008, SAA012, SBB012, SMA025, SNV009, SOD025, STE019]"
25, 2.2, 55.69599, 82.600006, "[0.84, 0.6, 0.72, 0.86, 0.94, 0.78, 0.72, 0.8, 0.9, 0.88, 0.72, 0.76, 0.98, 0.72, 0.8, 0.86, 1.0, 1.0, 0.84, 0.8]", "[ACFE022, ACNO032, EJP001, EJP021, EMM022, ERO027, EWW001, EWW036, LBI022, LBI038, LMC008, LPR020, LPR028, SAA012, SBB012, SMA025, SNV009, STE019]"
26, 19.0, 69.32, 85.5, "[0.9, 0.66, 0.84, 0.88, 0.92, 0.76, 0.72, 0.8, 0.92, 0.96, 0.8, 0.86, 1.0, 0.78, 0.88, 0.86, 1.0, 1.0, 0.74, 0.82]", "[ACFE022, ACNO032, EJP001, EJP021, EMM022, ERO027, EWW001, EWW036, LAM009, LBI038, LMC008, LPR028, OCP014, SAA012, SBB012, SMA025, SNV009, STE019]"
27, 17.500002, 65.09, 86.7, "[0.94, 0.66, 0.8, 0.88, 0.94, 0.9, 0.74, 0.72, 0.98, 0.96, 0.72, 0.92, 1.0, 0.76, 0.86, 0.78, 1.0, 1.0, 0.98, 0.8]", "[ACFE022, ACNO032, EJP021, EMM022, EPP011, ERO027, EWW001, EWW036, LAM009, LMC008, LPL022, LPR020, LPR028, SAA012, SBB012, SMA025, SNV009, STE019]"
28, 24.999996, 74.847984, 86.399994, "[0.96, 0.78, 0.78, 0.84, 0.84, 0.88, 0.72, 0.84, 0.88, 0.9, 0.68, 0.86, 0.96, 0.8, 0.84, 0.9, 1.0, 1.0, 0.92, 0.9]", "[ACFE022, ACGM058, ACNO032, EJP021, EMM022, EPP011, ERO027, EWW036, LAM009, LMC008, LPL022, LPR020, LPR028, SAA012, SBB012, SMA025, SNV009, STE019]"
29, 18.499998, 71.33999, 87.399994, "[0.88, 0.76, 0.86, 0.92, 0.86, 0.82, 0.8, 0.74, 0.92, 0.94, 0.82, 0.86, 0.96, 0.8, 0.94, 0.82, 1.0, 1.0, 0.92, 0.86]", "[ACFE022, ACGM058, ACNO032, EJP021, EMM022, EPP011, ERO027, EWW036, LAM009, LMC008, LPL022, LPR020, LPR028, SAA012, SBB012, SMA025, SNV009, STE019]"
30, 19.199999, 70.909996, 89.200005, "[0.92, 0.78, 0.86, 0.96, 0.9, 0.9, 0.88, 0.86, 0.86, 0.98, 0.78, 0.98, 0.96, 0.72, 0.86, 0.86, 1.0, 1.0, 0.94, 0.84]", "[ACFE022, ACGM058, ACNO032, EJP021, EMM022, EPP011, ERO027, EWW036, LAM009, LMC008, LPL022, LPR020, LVE033, SAA012, SBB012, SMA025, SNV009, STE019]"
31, 18.699999, 71.36, 89.600006, "[0.9, 0.76, 0.92, 0.98, 0.86, 0.9, 0.84, 0.84, 0.96, 1.0, 0.86, 0.82, 1.0, 0.88, 0.92, 0.82, 1.0, 1.0, 0.8, 0.86]", "[ACFE022, ACGM058, ACNO032, EJP021, EMM022, EPP011, ERO027, EWW036, LMA040, LMC008, LPR020, LPR028, SAA012, SBB012, SMA015, SMA025, SNV009, STE019]"
32, 21.899998, 76.35199, 93.899994, "[0.96, 0.86, 0.94, 1.0, 0.9, 0.9, 0.94, 0.94, 0.92, 0.98, 0.9, 0.96, 0.96, 0.96, 0.9, 0.88, 1.0, 1.0, 0.96, 0.92]", "[ACAL036, ACFE022, ACNO032, EJP021, EMM022, EPP011, ERO027, EWW036, LAM009, LMC008, LPL022, LPR020, LVE032, SAA012, SBB012, SMA025, SNV009, STE019]"
33, 23.399998, 71.93998, 92.6, "[0.98, 0.86, 0.84, 0.98, 0.92, 0.96, 0.92, 0.9, 0.96, 0.96, 0.9, 0.84, 0.98, 0.88, 0.92, 0.9, 1.0, 1.0, 0.92, 0.9]", "[ACAL036, ACFE022, ACNO032, EJP021, EMM022, EPP011, ERO027, EWW036, LAM009, LMC008, LPL022, LPR020, LVE032, SAA012, SBB012, SMA025, SNV009, STE019]"
34, 22.599998, 75.382, 93.99999, "[0.98, 0.98, 0.88, 0.98, 0.98, 0.9, 0.96, 0.88, 0.98, 1.0, 0.86, 0.98, 0.96, 0.86, 0.9, 0.9, 0.98, 1.0, 0.92, 0.92]", "[ACAL036, ACFE022, ACNO032, EJP021, EMM022, EPP011, ERO027, EWW036, LAM009, LMC008, LPL022, LPR020, LVE032, SAA012, SBB012, SMA025, SNV009, STE019]"
35, 28.2, 81.34199, 94.09998, "[1.0, 0.82, 0.9, 1.0, 0.88, 0.96, 0.94, 0.92, 1.0, 0.98, 0.9, 0.92, 1.0, 0.86, 0.94, 0.92, 1.0, 1.0, 0.96, 0.92]", "[ACAL036, ACFE022, ACNO032, EJP021, EMM022, EPP011, ERO027, EWW036, LAM009, LMC008, LPL022, LPR020, LVE032, SAA012, SBB012, SMA025, SNV009, STE019]"
36, 29.599997, 81.630005, 94.499985, "[0.96, 0.88, 0.94, 1.0, 0.96, 0.9, 0.86, 0.9, 1.0, 1.0, 0.94, 0.92, 1.0, 0.92, 0.9, 0.94, 1.0, 1.0, 0.96, 0.92]", "[ACAL036, ACFE022, ACNO032, EJP021, EMM022, EPP011, ERO027, EWW036, LMC008, LPL022, LPR020, LVE032, LVE034, SAA012, SBB012, SMA025, SNV009, STE019]"
37, 39.399998, 81.12201, 95.49998, "[1.0, 0.88, 0.92, 0.98, 1.0, 0.98, 0.96, 0.94, 1.0, 1.0, 0.92, 0.92, 1.0, 0.9, 0.9, 0.96, 1.0, 1.0, 0.88, 0.96]", "[ACFE022, ACGM058, ACTA009, ACTO004, ECF019, EJP021, EMM022, EPP011, ERO027, EWW036, LMC008, LPR020, LPR028, PIC006, SBB012, SMA025, SNV009, STE019]"
38, 31.800001, 85.168, 97.09999, "[1.0, 0.96, 0.98, 0.94, 1.0, 1.0, 1.0, 0.94, 0.96, 0.98, 0.92, 0.94, 1.0, 0.96, 0.98, 0.94, 1.0, 1.0, 0.96, 0.96]", "[ACAL036, ACNO032, EJP021, EMM022, EPP011, ERO027, EWW035, EWW036, LMC008, LPL022, LPR020, LVE032, PMO010, SBB012, SEL011, SMA025, SNV009, STE019]"
39, 42.2, 82.474, 96.99999, "[1.0, 0.94, 1.0, 0.98, 0.96, 0.98, 0.9, 0.98, 1.0, 1.0, 0.94, 0.92, 1.0, 0.9, 0.96, 0.96, 1.0, 1.0, 0.98, 1.0]", "[ACGM034, ACNO032, EJP021, EMM022, EPP011, ERO027, EWW035, EWW036, LMC008, LPL022, LPR020, LVE032, PMO010, SBB012, SEL011, SMA025, SNV009, STE019]"
40, 40.2, 88.866005, 97.5, "[1.0, 0.9, 0.98, 1.0, 1.0, 0.96, 1.0, 0.94, 0.94, 1.0, 1.0, 0.98, 1.0, 0.96, 0.92, 0.98, 1.0, 0.98, 0.98, 0.98]", "[ACAL036, ACNO032, EJP021, EMM022, EPP011, ERO027, EWW035, EWW036, LMC008, LPL022, LPR020, LVE032, LVE033, SBB012, SEL011, SMA025, SNV009, STE019]"
41, 33.0, 86.37601, 96.9, "[0.94, 0.96, 0.96, 1.0, 1.0, 0.96, 0.96, 0.96, 1.0, 1.0, 0.94, 0.96, 1.0, 0.94, 0.96, 0.94, 1.0, 1.0, 0.94, 0.96]", "[ACNO032, EJP021, EMM022, EPP011, ERO027, ESS011, EWW035, EWW036, LMC008, LPL022, LPR020, LVE032, PMO010, SBB012, SEL011, SMA025, SNV009, STE019]"
42, 34.399998, 87.104, 97.5, "[1.0, 0.96, 1.0, 1.0, 0.98, 0.96, 0.9, 0.96, 1.0, 1.0, 0.96, 0.92, 1.0, 0.96, 0.98, 0.96, 1.0, 1.0, 0.98, 0.98]", "[ACNO032, EJP021, EMM022, EPP011, ERO027, EWW035, EWW036, LMC008, LPL022, LPR020, LTT020, LVE032, PMO010, SBB012, SEL011, SMA025, SNV009, STE019]"
43, 42.899998, 86.81801, 97.09999, "[1.0, 0.92, 0.98, 1.0, 0.96, 1.0, 0.96, 0.94, 0.96, 1.0, 0.96, 0.98, 0.98, 0.9, 1.0, 0.92, 1.0, 1.0, 1.0, 0.96]", "[ACNO032, EJP021, EMM022, EPP011, ERO027, ESS011, EWW035, EWW036, LMC008, LPL017, LPL022, LPR020, LVE032, SBB012, SEL011, SMA025, SNV009, STE019]"
44, 39.3, 84.77599, 98.2, "[0.98, 0.98, 1.0, 1.0, 0.94, 0.98, 1.0, 0.98, 1.0, 0.98, 0.96, 0.98, 1.0, 0.94, 1.0, 0.94, 1.0, 1.0, 0.98, 1.0]", "[ACNO032, EJP021, EMM022, EPP011, ERO027, ESS011, EWW035, EWW036, LAL017, LMC008, LPR020, LVE032, SBB012, SEL011, SMA025, SNV009, SSS020, STE019]"
45, 49.100002, 86.59601, 98.2, "[1.0, 0.94, 0.94, 0.98, 1.0, 0.98, 0.94, 0.98, 0.96, 1.0, 1.0, 0.98, 1.0, 1.0, 0.94, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACNO032, EJP021, EMM022, EPP011, ERO027, ESS011, EWW035, EWW036, LAL017, LMC008, LPR020, LVE032, SBB012, SEL011, SMA025, SNV009, SSS020, STE019]"
46, 39.1, 89.829994, 97.99999, "[1.0, 0.96, 0.92, 1.0, 1.0, 0.98, 1.0, 0.96, 0.98, 1.0, 0.94, 0.96, 1.0, 0.96, 0.98, 0.98, 1.0, 1.0, 0.98, 1.0]", "[ACNO032, EJP021, EMM022, EPP011, ERO027, ESS011, EWW035, EWW036, LAL017, LPR020, LVE032, ORR008, SBB012, SEL011, SMA025, SNV009, SSS020, STE019]"
47, 47.9, 89.136, 98.2, "[1.0, 0.9, 0.98, 1.0, 1.0, 1.0, 0.96, 0.94, 1.0, 1.0, 0.92, 1.0, 1.0, 1.0, 0.98, 1.0, 1.0, 1.0, 0.98, 0.98]", "[EJP021, EMM022, EPP011, ERO027, ESS011, EWW035, EWW036, LAL017, LPR020, LVE032, OCP014, ORR008, SBB012, SEL011, SMA025, SNV009, SSS020, STE019]"
48, 56.9, 88.814, 98.9, "[1.0, 0.96, 0.98, 1.0, 1.0, 1.0, 0.96, 0.98, 1.0, 1.0, 0.98, 0.98, 1.0, 0.96, 1.0, 0.98, 1.0, 1.0, 1.0, 1.0]", "[ACNO032, EJP021, EMM022, EPP011, ERO027, ESS011, EWW035, EWW036, LAL017, LVE032, PFF012, SBB012, SGD008, SMA025, SMA033, SNV009, SSS020, STE019]"
49, 42.799995, 86.66799, 98.99999, "[0.98, 0.98, 0.98, 1.0, 1.0, 0.98, 0.98, 0.98, 1.0, 1.0, 0.98, 1.0, 1.0, 0.98, 1.0, 0.98, 1.0, 1.0, 0.98, 1.0]", "[ACNO032, EJP021, EMM022, EPP011, ERO027, ESS011, EWW035, EWW036, LAL017, LVE032, PEV003, PFF012, SBB012, SMA025, SMA033, SNV009, SSS020, STE019]"
