Generation, WorstFit, AvgFit, BestFit, BestFirDistribution, BestDeck
33, 93.89999, 99.41001, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[EES008, EJP025, EWO011, EWW028, LAM027, LCC017, LMC015, LPR012, LUN019, OCP002, OSH001, PFF012, SGD016, SMA025, SNV039, SST029, STE001, STE013]"
34, 94.6, 99.47801, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACGD005, EES008, EJP025, ERO001, EWO011, EWW028, LAM027, LCC017, LMC015, LPR012, OCP002, OSH001, PFF012, SMA025, SNV039, SPI011, SST029, STE001]"
35, 91.1, 99.064, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[EES008, EJP025, ERO001, EWO011, EWW028, LAM027, LCC017, LMC015, LPR012, LUN019, OCE013, OCP002, OSH001, PFF012, SGD008, SMA025, SNV039, STE001]"
36, 93.29999, 99.246, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACGD005, ACGD009, EES008, EJP025, EWO011, EWW028, LAM027, LCC017, LMC015, LPR012, OCP002, OSH001, PFF012, SMA025, SNV039, SPI011, SST029, STE001]"
37, 95.6, 99.542, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACGD005, ACMO002, EJP025, EPP003, ERO001, EWW028, LAM027, LCC017, LMC015, LPR012, OCP002, OSH001, PFF012, SMA025, SNV039, SPI011, SST029, STE001]"
38, 96.200005, 99.754005, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[EES008, ERO001, EWW028, FSP006, LAM015, LAM027, LCC017, LPL008, LPL019, OCE012, OCP002, OMA034, ORE003, OSH001, SEL010, SMA025, SNV039, SST029]"
39, 91.7, 99.48001, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACEM002, ACGD005, ACGD009, EES008, EJP025, EWW020, EWW028, LAM027, LCC017, LMC015, LPR012, OCP002, OSH001, SMA025, SNV039, SPI011, SST029, STE001]"
40, 97.899994, 99.73801, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACGD005, ACGD009, ACMO002, EES008, EJP010, ERO001, EWW028, LAM027, LMC015, LPR012, OCP002, OSH001, PFF012, PHU003, SAA021, SMA025, SNV039, SPI011]"
41, 96.9, 99.74799, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACGD005, ACGD009, ACMO002, EES008, EJP010, ERO001, EWW028, LAL011, LPR012, OCP002, OFI034, OSH001, PFF012, PHU003, SMA025, SNV039, SPI011, SST029]"
42, 97.6, 99.74802, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACGD005, ACMO002, EES008, ERO001, EWW028, LAM027, LCA009, LPR012, OCP002, OSH001, PFF012, PMO024, SAS015, SMA025, SNV039, SPI011, SST029, STE001]"
43, 95.3, 99.708015, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACMO003, ACSP009, EAG017, EES008, EJP025, ERO001, EWW028, LAM027, LCC017, LCR008, LPR012, OCP002, OFI030, OSH001, PFF012, SEN023, SMA025, SRR013]"
44, 97.899994, 99.684006, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACGD005, ACMO002, ACNO001, EES008, ERO001, EWW028, LCA009, OCP002, OSH001, PFF012, PMO024, SAS015, SMA025, SNV039, SPI011, SST029, STE001, STR008]"
45, 94.59999, 99.67201, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACGD005, ACMO002, EES008, ERO001, EWW014, EWW028, LCA009, LPR012, OBI023, OFI009, OSH001, PFF012, PMO024, SAS015, SMA025, SNV039, SPI011, STE001]"
46, 94.19999, 99.68401, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACMO003, ACMO005, EAG017, EEG015, EES008, ERO001, ESY008, EWW028, LAM027, LDG019, LPR012, OCP002, OSH001, PFF012, SFO030, SMA025, SNV016, SPI011]"
47, 90.9, 99.35601, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACEV007, ACGD009, ACMO002, EDO020, EES008, ERO001, EWW028, LAM027, LMC020, LPR012, OCP002, OSH022, PFF012, PMO024, SAS015, SMA025, SNV039, SST029]"
48, 99.1, 99.84201, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACMO001, ACMO002, ACNO003, EES008, ERO001, EWW028, LAM027, LCA009, LPR012, LUN008, OCP002, OSH001, PMO024, SEV004, SMA025, SNV039, SPI011, STE001]"
49, 96.799995, 99.70202, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACCU018, ACEV007, ACGD009, EDO020, EES008, ERO001, EWW028, LMC020, LPR012, OCP002, ODE008, OSH022, PFF012, PMO024, SAS015, SMA025, SNV039, SST029]"
