Generation, WorstFit, AvgFit, BestFit, BestFirDistribution, BestDeck
31, 80.799995, 97.830086, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACCU031, EES008, LCA010, LDG004, LPR012, LTT022, OBI024, OCP002, ODE008, ORR019, SBB012, SEL020, SGM015, SMA025, SNV003, SNV017, SOD016, STE019]"
32, 79.799995, 97.70405, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACNO004, EES008, LCA010, LDG004, LPR012, LTT022, OBI024, OCP002, ODE008, ORR019, SBB012, SEL020, SGM015, SMA025, SNV017, SOD016, SOD022, STE019]"
33, 79.799995, 97.746056, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ECF008, EES008, EWW021, LDG004, LPL022, LPR012, OCP002, PFF016, PFF022, SBB012, SEL001, SEL020, SMA025, SNV017, SOD016, SST004, SST011, STE019]"
34, 77.600006, 97.714035, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ECF008, EWW005, LCA005, LCA010, LPR012, LVE023, OCP002, PFF016, SAS024, SBB012, SEL001, SEL020, SIW001, SMA025, SNB007, SNV017, SOD016, STE019]"
35, 75.8, 97.403046, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ECF008, EES008, EHC007, LCC016, LDG004, LPR012, OBI024, OCP002, OCP017, SBB012, SEL001, SEL020, SIW001, SMA025, SNV017, SNV036, SOD016, SST033]"
36, 62.600006, 96.85304, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACCU011, EES008, EJP023, LDG004, LPR012, OCP002, SBB012, SDD025, SEL001, SEL020, SEN020, SIW001, SMA025, SNV017, SOD016, SSS027, SST031, STE019]"
37, 51.0, 97.01707, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACCU031, EES008, LCA010, LDG004, LPR012, LTT022, LUN011, OCP002, ODE008, PFF003, SBB012, SEL020, SGM015, SMA025, SNV017, SOD016, STE019, SUM002]"
38, 75.799995, 96.94803, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACFE024, ACPP036, EES008, EJP004, LDG004, LPR012, OCP002, SBB012, SDD025, SEL001, SEL020, SFN027, SIW001, SMA025, SNV017, SOD002, SOD016, SPI002]"
39, 76.00001, 96.783035, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACPP003, EES008, EWO009, FSP008, LCA010, LPR012, LVE024, OCP002, OCP017, SBB004, SBB012, SEL020, SIW001, SMA015, SMA025, SNV017, SOD016, STE019]"
40, 77.8, 97.31506, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACCU031, ACFE032, EES008, EJF010, LCA010, LDG004, LTT022, OCP002, ODE008, OMA020, SBB012, SEL020, SGM025, SMA025, SNV017, SOD016, SPI008, STE019]"
